Store,Dept,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Lag_1,Lag_2,Rolling_Mean,Type_B,Type_C,Size,Month,Risk_Category,Predicted_Sales,Scenario_Sales,Store_Category,Anomaly
1,1,2012-07-20,16348.06,False,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,16566.18,17823.37,16615.107499999995,False,False,151315,7,Normal,16374.816200000017,16374.816200000017,High,False
1,1,2012-07-27,15731.18,False,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,16348.06,16566.18,16617.1975,False,False,151315,7,Normal,16257.375600000014,16257.375600000014,High,False
1,1,2012-08-03,16628.31,False,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,15731.18,16348.06,16318.432499999997,False,False,151315,8,Normal,16715.67620000001,16715.67620000001,High,False
1,1,2012-08-10,16119.92,False,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,16628.31,15731.18,16206.867499999997,False,False,151315,8,Normal,16339.069800000014,16339.069800000014,High,False
1,1,2012-08-17,17330.7,False,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,16119.92,16628.31,16452.527499999997,False,False,151315,8,Normal,17040.32639999999,17040.32639999999,High,False
1,1,2012-08-24,16286.4,False,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,17330.7,16119.92,16591.332499999997,False,False,151315,8,Normal,16645.526200000008,16645.526200000008,High,False
1,1,2012-08-31,16680.24,False,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,16286.4,17330.7,16604.314999999995,False,False,151315,8,Normal,16607.6436,16607.6436,High,False
1,1,2012-09-07,18322.37,True,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,16680.24,16286.4,17154.927499999998,False,False,151315,9,Normal,17753.0766,20416.03809,High,False
1,1,2012-09-14,19616.22,False,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,18322.37,16680.24,17726.307499999995,False,False,151315,9,Normal,18955.005799999995,18955.005799999995,High,False
1,1,2012-09-21,19251.5,False,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,19616.22,18322.37,18467.582499999997,False,False,151315,9,Normal,19256.152400000003,19256.152400000003,High,False
1,1,2012-09-28,18947.81,False,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,19251.5,19616.22,19034.475,False,False,151315,9,Normal,18885.616600000012,18885.616600000012,High,False
1,1,2012-10-26,27390.81,False,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,24185.27,22764.01,24061.14,False,False,151315,10,Normal,26459.931600000014,26459.931600000014,High,False
1,2,2011-11-11,44936.47,False,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,47313.62,41682.4,44105.04,False,False,151315,11,Normal,45898.491799999996,45898.491799999996,High,False
1,2,2011-11-18,43997.78,False,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,44936.47,47313.62,44482.567500000005,False,False,151315,11,Normal,43816.4282,43816.4282,High,False
1,2,2011-11-25,44259.59,True,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,43997.78,44936.47,45126.865,False,False,151315,11,Normal,45075.0028,51836.25322,High,False
1,2,2011-12-02,45928.14,False,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,44259.59,43997.78,44780.494999999995,False,False,151315,12,Normal,46657.73219999996,46657.73219999996,High,False
1,2,2011-12-09,49357.43,False,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,45928.14,44259.59,45885.735,False,False,151315,12,Normal,48380.167199999996,48380.167199999996,High,False
1,2,2011-12-16,51137.42,False,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866,49357.43,45928.14,47670.645,False,False,151315,12,Normal,50779.97319999998,50779.97319999998,High,False
1,2,2011-12-23,65615.36,False,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,51137.42,49357.43,53009.587499999994,False,False,151315,12,Normal,65722.05659999997,65722.05659999997,High,False
1,2,2011-12-30,43539.94,True,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,65615.36,51137.42,52412.537500000006,False,False,151315,12,Normal,45827.96519999997,52702.15997999996,High,False
1,2,2012-01-06,44481.38,False,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,43539.94,65615.36,51193.525,False,False,151315,1,Normal,41873.845599999964,41873.845599999964,High,False
1,2,2012-01-13,43353.09,False,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,44481.38,43539.94,49247.4425,False,False,151315,1,Normal,45936.373000000014,45936.373000000014,High,False
1,2,2012-01-20,43753.43,False,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,43353.09,44481.38,43781.95999999999,False,False,151315,1,Normal,43745.923599999995,43745.923599999995,High,False
1,2,2012-01-27,41556.23,False,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,43753.43,43353.09,43286.032499999994,False,False,151315,1,Normal,42051.98199999999,42051.98199999999,High,False
1,2,2012-02-03,54322.24,False,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,41556.23,43753.43,45746.2475,False,False,151315,2,Normal,52665.03740000002,52665.03740000002,High,False
1,2,2012-02-10,50581.06,True,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,54322.24,41556.23,47553.240000000005,False,False,151315,2,Normal,52438.93740000001,60304.77801000001,High,False
1,2,2012-02-17,46085.47,False,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,50581.06,54322.24,48136.25,False,False,151315,2,Normal,45575.1526,45575.1526,High,False
1,2,2012-02-24,47080.12,False,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,46085.47,50581.06,49517.2225,False,False,151315,2,Normal,48213.57240000004,48213.57240000004,High,False
1,2,2012-03-02,52608.51,False,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,47080.12,46085.47,49088.79000000001,False,False,151315,3,Normal,52083.55999999997,52083.55999999997,High,False
1,2,2012-03-09,48563.69,False,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,52608.51,47080.12,48584.44750000001,False,False,151315,3,Normal,48588.84479999997,48588.84479999997,High,False
1,2,2012-03-16,47346.32,False,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,48563.69,52608.51,48899.659999999996,False,False,151315,3,Normal,47233.67880000001,47233.67880000001,High,False
1,2,2012-03-23,44796.03,False,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,47346.32,48563.69,48328.6375,False,False,151315,3,Normal,46188.556800000006,46188.556800000006,High,False
1,2,2012-03-30,46529.68,False,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,44796.03,47346.32,46808.92999999999,False,False,151315,3,Normal,46783.86520000001,46783.86520000001,High,False
1,2,2012-04-13,43991.18,False,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,51805.88,46529.68,46780.692500000005,False,False,151315,4,Normal,44133.156999999985,44133.156999999985,High,False
1,2,2012-04-20,45561.85,False,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,43991.18,51805.88,46972.1475,False,False,151315,4,Normal,45459.35800000004,45459.35800000004,High,False
1,2,2012-06-01,47425.29,False,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,45817.07,44411.23,46092.837499999994,False,False,151315,6,Normal,46861.609400000016,46861.609400000016,High,False
1,2,2012-06-08,49439.58,False,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,47425.29,45817.07,46773.2925,False,False,151315,6,Normal,48664.36060000002,48664.36060000002,High,False
1,2,2012-06-15,46637.48,False,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,49439.58,47425.29,47329.855,False,False,151315,6,Normal,46470.7946,46470.7946,High,False
1,2,2012-06-22,46075.0,False,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,46637.48,49439.58,47394.3375,False,False,151315,6,Normal,45997.7942,45997.7942,High,False
1,2,2012-07-06,49771.92,False,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,47629.14,46075.0,47528.385,False,False,151315,7,Normal,49847.50799999999,49847.50799999999,High,False
1,2,2012-07-13,44411.95,False,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,49771.92,47629.14,46972.002499999995,False,False,151315,7,Normal,45194.05439999998,45194.05439999998,High,False
1,2,2012-07-20,45108.22,False,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,44411.95,49771.92,46730.307499999995,False,False,151315,7,Normal,45517.47340000001,45517.47340000001,High,False
1,2,2012-07-27,45008.22,False,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,45108.22,44411.95,46075.0775,False,False,151315,7,Normal,45612.6986,45612.6986,High,False
1,2,2012-08-03,49424.06,False,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,45008.22,45108.22,45988.112499999996,False,False,151315,8,Normal,48287.64460000002,48287.64460000002,High,False
1,2,2012-08-10,46729.91,False,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,49424.06,45008.22,46567.6025,False,False,151315,8,Normal,47087.8354,47087.8354,High,False
1,2,2012-08-17,46350.97,False,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,46729.91,49424.06,46878.29,False,False,151315,8,Normal,46047.94560000001,46047.94560000001,High,False
1,2,2012-08-24,44972.52,False,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,46350.97,46729.91,46869.365000000005,False,False,151315,8,Normal,45763.7974,45763.7974,High,False
1,2,2012-08-31,50995.5,False,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,44972.52,46350.97,47262.225000000006,False,False,151315,8,Normal,50542.7432,50542.7432,High,False
1,2,2012-09-07,47344.5,True,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,50995.5,44972.52,47415.8725,False,False,151315,9,Normal,47928.388399999996,55117.64665999999,High,False
1,2,2012-09-14,44493.61,False,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,47344.5,50995.5,46951.5325,False,False,151315,9,Normal,44463.616000000045,44463.616000000045,High,False
1,2,2012-09-21,43541.07,False,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,44493.61,47344.5,46593.67,False,False,151315,9,Normal,44746.427200000006,44746.427200000006,High,False
1,2,2012-09-28,45784.76,False,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,43541.07,44493.61,45290.985,False,False,151315,9,Normal,45627.108599999985,45627.108599999985,High,False
1,2,2012-10-26,43134.88,False,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,42354.72,42112.67,44044.837499999994,False,False,151315,10,Normal,44432.847799999974,44432.847799999974,High,False
1,3,2011-11-11,9959.64,False,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,9189.2,9421.2,9676.705,False,False,151315,11,Normal,10145.251200000004,10145.251200000004,High,False
1,3,2011-11-18,10104.36,False,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,9959.64,9189.2,9668.6,False,False,151315,11,Normal,10011.484799999995,10011.484799999995,High,False
1,3,2011-11-25,9317.56,True,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,10104.36,9959.64,9642.69,False,False,151315,11,Normal,9384.746399999998,10792.458359999997,High,False
1,3,2011-12-02,10146.54,False,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,9317.56,10104.36,9882.025,False,False,151315,12,Normal,10067.803399999997,10067.803399999997,High,False
1,3,2011-12-09,12955.55,False,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,10146.54,9317.56,10631.0025,False,False,151315,12,Normal,12666.248800000001,12666.248800000001,High,False
1,3,2011-12-16,13180.05,False,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866,12955.55,10146.54,11399.925,False,False,151315,12,Normal,12800.883600000001,12800.883600000001,High,False
1,3,2011-12-23,13667.88,False,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,13180.05,12955.55,12487.505000000001,False,False,151315,12,Normal,12989.4424,12989.4424,High,False
1,3,2011-12-30,8848.44,True,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,13667.88,13180.05,12162.98,False,False,151315,12,Normal,9627.562400000003,11071.696760000003,High,False
1,3,2012-01-06,13926.04,False,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,8848.44,13667.88,12405.602499999999,False,False,151315,1,Normal,12519.043599999999,12519.043599999999,High,False
1,3,2012-01-13,13822.49,False,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,13926.04,8848.44,12566.212500000001,False,False,151315,1,Normal,15029.985599999996,15029.985599999996,High,False
1,3,2012-01-20,11702.08,False,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,13822.49,13926.04,12074.762499999999,False,False,151315,1,Normal,11375.1424,11375.1424,High,False
1,3,2012-01-27,10613.17,False,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,11702.08,13822.49,12515.945,False,False,151315,1,Normal,10942.613399999997,10942.613399999997,High,False
1,3,2012-02-03,12485.78,False,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,10613.17,11702.08,12155.880000000001,False,False,151315,2,Normal,12425.45720000001,12425.45720000001,High,False
1,3,2012-02-10,12388.85,True,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,12485.78,10613.17,11797.47,False,False,151315,2,Normal,12908.530199999997,14844.809729999995,High,False
1,3,2012-02-17,10237.78,False,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,12388.85,12485.78,11431.395,False,False,151315,2,Normal,10319.92300000001,10319.92300000001,High,False
1,3,2012-02-24,10502.4,False,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,10237.78,12388.85,11403.702500000001,False,False,151315,2,Normal,10527.442000000006,10527.442000000006,High,False
1,3,2012-03-02,11387.31,False,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,10502.4,10237.78,11129.085,False,False,151315,3,Normal,11676.908000000003,11676.908000000003,High,False
1,3,2012-03-09,11925.71,False,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,11387.31,10502.4,11013.3,False,False,151315,3,Normal,11737.475400000003,11737.475400000003,High,False
1,3,2012-03-16,8845.73,False,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,11925.71,11387.31,10665.2875,False,False,151315,3,Normal,9496.356999999996,9496.356999999996,High,False
1,3,2012-03-23,7910.22,False,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,8845.73,11925.71,10017.2425,False,False,151315,3,Normal,8417.204799999994,8417.204799999994,High,False
1,3,2012-03-30,9129.23,False,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,7910.22,8845.73,9452.7225,False,False,151315,3,Normal,9630.161799999996,9630.161799999996,High,False
1,3,2012-04-13,7927.73,False,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,9335.24,9129.23,8575.605,False,False,151315,4,Normal,7898.998399999999,7898.998399999999,High,False
1,3,2012-04-20,8647.36,False,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,7927.73,9335.24,8759.89,False,False,151315,4,Normal,8585.243399999996,8585.243399999996,High,False
1,3,2012-06-01,7175.77,False,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,8345.33,8609.82,8618.41,False,False,151315,6,Normal,8033.172600000002,8033.172600000002,High,False
1,3,2012-06-08,8614.64,False,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,7175.77,8345.33,8186.389999999999,False,False,151315,6,Normal,8526.787400000007,8526.787400000007,High,False
1,3,2012-06-15,8016.26,False,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,8614.64,7175.77,8038.0,False,False,151315,6,Normal,8209.890200000005,8209.890200000005,High,False
1,3,2012-06-22,7301.41,False,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,8016.26,8614.64,7777.0199999999995,False,False,151315,6,Normal,7206.619399999995,7206.619399999995,High,False
1,3,2012-07-06,8473.71,False,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,7577.59,7301.41,7842.2425,False,False,151315,7,Normal,8488.5074,8488.5074,High,False
1,3,2012-07-13,13126.15,False,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,8473.71,7577.59,9119.715,False,False,151315,7,Normal,11975.566800000008,11975.566800000008,High,False
1,3,2012-07-20,20126.95,False,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,13126.15,8473.71,12326.099999999999,False,False,151315,7,Normal,19683.299599999988,19683.299599999988,High,False
1,3,2012-07-27,22716.7,False,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,20126.95,13126.15,16110.8775,False,False,151315,7,Normal,21607.573199999984,21607.573199999984,High,False
1,3,2012-08-03,30331.69,False,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,22716.7,20126.95,21575.3725,False,False,151315,8,Normal,28578.521399999972,28578.521399999972,High,False
1,3,2012-08-10,28257.3,False,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,30331.69,22716.7,25358.159999999996,False,False,151315,8,Normal,27519.88620000002,27519.88620000002,High,False
1,3,2012-08-17,31905.97,False,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,28257.3,30331.69,28302.915,False,False,151315,8,Normal,29760.241399999988,29760.241399999988,High,False
1,3,2012-08-24,43712.78,False,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,31905.97,28257.3,33551.935,False,False,151315,8,Normal,42946.709800000004,42946.709800000004,High,False
1,3,2012-08-31,50701.3,False,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,43712.78,31905.97,38644.3375,False,False,151315,8,Normal,48090.354400000004,48090.354400000004,High,False
1,3,2012-09-07,18368.51,True,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,50701.3,43712.78,36172.14,False,False,151315,9,Normal,19918.530000000006,22906.309500000007,High,False
1,3,2012-09-14,14288.22,False,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,18368.51,50701.3,31767.7025,False,False,151315,9,Normal,15716.459199999988,15716.459199999988,High,False
1,3,2012-09-21,13403.63,False,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,14288.22,18368.51,24190.414999999997,False,False,151315,9,Normal,14114.635200000002,14114.635200000002,High,False
1,3,2012-09-28,13085.95,False,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,13403.63,14288.22,14786.577499999998,False,False,151315,9,Normal,13818.676399999995,13818.676399999995,High,False
1,3,2012-10-26,9350.9,False,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,8548.87,10487.17,10015.979999999998,False,False,151315,10,Normal,9648.511600000005,9648.511600000005,High,False
1,4,2011-11-11,36826.52,False,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,39354.84,34247.26,36095.7925,False,False,151315,11,Normal,36716.33420000001,36716.33420000001,High,False
1,4,2011-11-18,37656.58,False,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,36826.52,39354.84,37021.299999999996,False,False,151315,11,Normal,37153.182600000015,37153.182600000015,High,False
1,4,2011-11-25,46564.14,True,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,37656.58,36826.52,40100.52,False,False,151315,11,Normal,45936.374799999976,52826.83101999997,High,False
